Title,Year,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,original_language,release_date,budget,revenue
Awake,2007,30 Nov 2007,84 min,"Crime, Drama, Mystery",1 win & 3 nominations,33.0,6.5,"76,988",tt0211933,"$14,377,198",en,2019-05-09,0.0,0.0
Awake,2007,30 Nov 2007,84 min,"Crime, Drama, Mystery",1 win & 3 nominations,33.0,6.5,"76,988",tt0211933,"$14,377,198",fr,2019-12-18,100.0,0.0
Awake,2007,30 Nov 2007,84 min,"Crime, Drama, Mystery",1 win & 3 nominations,33.0,6.5,"76,988",tt0211933,"$14,377,198",nl,2021-09-21,0.0,0.0
Awake,2007,30 Nov 2007,84 min,"Crime, Drama, Mystery",1 win & 3 nominations,33.0,6.5,"76,988",tt0211933,"$14,377,198",fr,2019-12-18,100.0,0.0
Awake,2007,30 Nov 2007,84 min,"Crime, Drama, Mystery",1 win & 3 nominations,33.0,6.5,"76,988",tt0211933,"$14,377,198",en,2018-05-08,0.0,0.0
Infinite,2021,10 Jun 2021,106 min,"Action, Sci-Fi, Thriller",1 win & 3 nominations,28.0,5.4,"54,481",tt6654210,,en,2021-09-09,0.0,0.0
Peter Rabbit 2: The Runaway,2021,11 Jun 2021,93 min,"Adventure, Comedy, Crime",2 wins & 6 nominations,43.0,6.2,"12,595",tt8376234,"$40,501,717",en,2021-03-25,45000000.0,153000000.0
In the Heights,2021,11 Jun 2021,143 min,"Drama, Musical, Romance",10 wins & 52 nominations,84.0,7.3,"48,854",tt1321510,"$29,975,167",en,2021-06-10,55000000.0,43000000.0
Wish Dragon,2021,11 Jun 2021,98 min,"Animation, Adventure, Comedy",4 nominations,59.0,7.2,"29,009",tt5562070,,en,2021-01-15,0.0,25860000.0
The Misfits,1961,01 Feb 1961,125 min,"Drama, Romance, Western",1 win & 1 nomination,77.0,7.2,"21,592",tt0055184,,en,2021-06-03,0.0,0.0
12 Mighty Orphans,2021,18 Jun 2021,118 min,"History, Sport",2 nominations,44.0,6.9,"6,291",tt8482584,"$3,689,637",en,2021-06-18,0.0,3615193.0
The House Next Door: Meet the Blacks 2,2021,11 Jun 2021,97 min,"Action, Comedy, Horror",,,3.9,"1,888",tt7524444,"$2,893,660",en,2021-06-11,0.0,2893660.0
Queen Bees,2021,11 Jun 2021,100 min,"Comedy, Drama, Romance",2 nominations,52.0,6.2,"2,379",tt8338076,"$1,926,706",en,2021-06-11,0.0,0.0
DOMINO: Battle of the Bones,2021,11 Jun 2021,110 min,Comedy,,,3.9,305,tt10160896,"$50,124",,,,
Hitman's Wife's Bodyguard,2021,16 Jun 2021,100 min,"Action, Comedy, Crime",3 nominations,32.0,6.1,"97,805",tt8385148,"$38,014,727",en,2021-06-14,70000000.0,70060492.0
Luca,2021,18 Jun 2021,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 78 nominations total,71.0,7.4,"170,435",tt12801262,,en,2021-06-17,200000000.0,49750471.0
Luca,2021,18 Jun 2021,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 78 nominations total,71.0,7.4,"170,435",tt12801262,,ro,2020-11-13,0.0,0.0
Luca,2021,18 Jun 2021,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 78 nominations total,71.0,7.4,"170,435",tt12801262,,ml,2019-06-28,0.0,0.0
Fatherhood,2021,18 Jun 2021,109 min,"Comedy, Drama",1 nomination,53.0,6.6,"39,758",tt4733624,,en,2021-06-18,0.0,0.0
The Birthday Cake,2021,18 Jun 2021,93 min,"Crime, Thriller",,58.0,4.3,"1,684",tt10719958,,en,2021-06-18,0.0,0.0
Rita Moreno: Just a Girl Who Decided to Go for It,2021,18 Jun 2021,90 min,"Documentary, Biography",3 wins & 7 nominations,77.0,7.7,825,tt10741846,"$264,626",en,2021-06-18,0.0,0.0
The Sparks Brothers,2021,18 Jun 2021,140 min,"Documentary, Biography, Comedy",5 wins & 25 nominations,80.0,7.8,"5,495",tt8610436,"$648,665",en,2021-06-18,0.0,677946.0
Truman,2015,07 Apr 2017,108 min,"Adventure, Comedy, Drama",30 wins & 33 nominations,81.0,7.3,"13,424",tt3754940,"$210,840",,,,
Stalker,1979,17 Apr 1980,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,"$292,049",en,2020-08-31,0.0,0.0
Stalker,1979,17 Apr 1980,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,"$292,049",kn,2022-03-05,0.0,0.0
Stalker,1979,17 Apr 1980,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,"$292,049",en,2021-07-07,0.0,0.0
Stalker,1979,17 Apr 1980,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,"$292,049",en,2019-06-30,0.0,0.0
Stalker,1979,17 Apr 1980,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,"$292,049",ko,2021-10-28,0.0,0.0
Stalker,1979,17 Apr 1980,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,"$292,049",en,2021-11-14,0.0,0.0
Stalker,1979,17 Apr 1980,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,"$292,049",fr,2020-02-17,0.0,0.0
Love Spreads,2021,18 Jun 2021,93 min,Comedy,,,3.6,181,tt11777510,,en,2021-06-18,0.0,0.0
A Crime on the Bayou,2020,18 Jun 2021,91 min,Documentary,2 nominations,81.0,6.5,96,tt10837932,,en,2021-06-18,0.0,0.0
A Crime on the Bayou,2020,18 Jun 2021,91 min,Documentary,2 nominations,81.0,6.5,96,tt10837932,,en,2021-06-18,0.0,0.0
A Crime on the Bayou,2020,18 Jun 2021,91 min,Documentary,2 nominations,81.0,6.5,96,tt10837932,,en,2021-06-18,0.0,0.0
Good on Paper,2021,23 Jun 2021,92 min,"Comedy, Romance",,54.0,5.6,"12,956",tt8231668,,en,2021-06-23,0.0,0.0
F9: The Fast Saga,2021,25 Jun 2021,143 min,"Action, Crime, Thriller",2 wins & 12 nominations,58.0,5.2,"138,750",tt5433138,"$173,005,945",,,,
The Ice Road,2021,25 Jun 2021,109 min,"Action, Adventure, Thriller",2 nominations,42.0,5.6,"43,193",tt3758814,,en,2021-06-24,0.0,7502846.0
Werewolves Within,2021,02 Jul 2021,97 min,"Comedy, Horror, Mystery",2 wins & 3 nominations,66.0,6.0,"21,482",tt9288692,"$575,783",en,2021-06-25,6500000.0,937490.0
False Positive,2021,25 Jun 2021,92 min,"Horror, Mystery, Thriller",,54.0,4.7,"6,481",tt10096842,,en,2021-06-18,0.0,0.0
Lansky,2021,25 Jun 2021,119 min,"Biography, Crime, Drama",,45.0,6.2,"8,497",tt5078852,"$61,030",en,2021-06-24,183210.0,53478.0
I Carry You with Me,2020,08 Jul 2021,111 min,Drama,5 wins & 25 nominations,76.0,6.7,"1,302",tt11388990,"$166,403",es,2020-01-26,0.0,0.0
Mary J Blige's My Life,2021,25 Jun 2021,82 min,Documentary,3 nominations,56.0,6.6,603,tt11383348,,,,,
Fathom,1967,09 Aug 1967,99 min,"Adventure, Comedy",,,5.7,"1,704",tt0061653,,en,2021-06-16,0.0,0.0
Fathom,1967,09 Aug 1967,99 min,"Adventure, Comedy",,,5.7,"1,704",tt0061653,,en,2020-03-01,0.0,0.0
Rollers,2021,25 Jun 2021,,Comedy,,,,48,tt9124868,,en,2021-06-17,0.0,0.0
Rollers,2021,25 Jun 2021,,Comedy,,,,48,tt9124868,,en,2021-06-17,0.0,0.0
America: The Motion Picture,2021,30 Jun 2021,98 min,"Animation, Action, Adventure",,38.0,5.6,"6,837",tt6733874,,en,2021-06-30,0.0,0.0
Zola,2020,30 Jun 2021,86 min,"Comedy, Crime, Drama",8 wins & 37 nominations,76.0,6.5,"15,452",tt5439812,"$4,844,399",en,2020-01-24,5000000.0,3500000.0
No Sudden Move,2021,01 Jul 2021,115 min,"Crime, Drama, Mystery",,76.0,6.4,"37,183",tt11525644,,en,2021-06-24,0.0,0.0
The Tomorrow War,2021,02 Jul 2021,138 min,"Action, Adventure, Drama",8 nominations,45.0,6.5,"211,583",tt9777666,,en,2021-07-02,200000000.0,14400000.0
The Forever Purge,2021,02 Jul 2021,103 min,"Action, Crime, Horror",1 win,53.0,5.4,"36,790",tt10327252,"$44,539,245",en,2021-06-30,18000000.0,76994245.0
Fear Street: Part One - 1994,2021,02 Jul 2021,107 min,"Drama, Horror, Mystery",2 wins & 1 nomination,67.0,6.2,"84,897",tt6566576,,,,,
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,02 Jul 2021,118 min,"Documentary, Music",Won 1 Oscar. 71 wins & 44 nominations total,96.0,8.0,"12,654",tt11422728,"$2,320,649",en,2021-07-02,0.0,37000000.0
Till Death,2021,02 Jul 2021,88 min,Thriller,,66.0,5.8,"23,409",tt11804152,,en,2021-07-02,0.0,495268.0
Let Us In,2021,02 Jul 2021,84 min,"Horror, Sci-Fi",,56.0,4.4,627,tt10533804,,en,2021-07-02,0.0,0.0
Black Widow,2021,09 Jul 2021,134 min,"Action, Adventure, Sci-Fi",12 wins & 34 nominations,68.0,6.7,"391,279",tt3480822,"$183,651,655",en,2021-07-07,200000000.0,379751655.0
Black Widow,2021,09 Jul 2021,134 min,"Action, Adventure, Sci-Fi",12 wins & 34 nominations,68.0,6.7,"391,279",tt3480822,"$183,651,655",en,2019-05-17,0.0,0.0
Black Widow,2021,09 Jul 2021,134 min,"Action, Adventure, Sci-Fi",12 wins & 34 nominations,68.0,6.7,"391,279",tt3480822,"$183,651,655",en,2019-05-17,0.0,0.0
Black Widow,2021,09 Jul 2021,134 min,"Action, Adventure, Sci-Fi",12 wins & 34 nominations,68.0,6.7,"391,279",tt3480822,"$183,651,655",en,2019-05-17,0.0,0.0
Fear Street: Part Two - 1978,2021,09 Jul 2021,109 min,"Drama, Horror, Mystery",1 win & 2 nominations,61.0,6.7,"67,914",tt9701940,,,,,
Summertime,1955,07 Nov 1955,100 min,"Comedy, Drama, Romance",Nominated for 2 Oscars. 2 wins & 5 nominations total,,7.1,"9,210",tt0048673,,en,2021-07-09,0.0,0.0
Gunpowder Milkshake,2021,14 Jul 2021,114 min,"Action, Crime, Thriller",4 nominations,47.0,6.0,"46,876",tt8368408,,en,2021-07-14,30000000.0,1015760.0
Space Jam: A New Legacy,2021,15 Jul 2021,115 min,"Animation, Adventure, Comedy",7 wins & 5 nominations,36.0,4.5,"74,610",tt3554046,"$70,592,228",en,2021-07-08,161900000.0,162892228.0
Escape Room: Tournament of Champions,2021,16 Jul 2021,88 min,"Action, Adventure, Horror",,48.0,5.7,"48,892",tt9844522,"$25,314,753",en,2021-07-01,15000000.0,65774490.0
Fear Street: Part Three - 1666,2021,16 Jul 2021,114 min,"Horror, Mystery",1 win & 1 nomination,68.0,6.6,"56,279",tt9701942,,,,,
Die in a Gunfight,2021,16 Jul 2021,92 min,"Action, Comedy, Crime",,23.0,4.4,"3,058",tt1697800,,en,2021-07-01,0.0,0.0
Pig,2021,16 Jul 2021,92 min,"Drama, Mystery",37 wins & 72 nominations,82.0,6.9,"79,600",tt11003218,"$3,186,668",en,2021-07-16,0.0,3889432.0
Pig,2021,16 Jul 2021,92 min,"Drama, Mystery",37 wins & 72 nominations,82.0,6.9,"79,600",tt11003218,"$3,186,668",fa,2018-04-19,0.0,0.0
Pig,2021,16 Jul 2021,92 min,"Drama, Mystery",37 wins & 72 nominations,82.0,6.9,"79,600",tt11003218,"$3,186,668",en,2019-04-07,0.0,0.0
Pig,2021,16 Jul 2021,92 min,"Drama, Mystery",37 wins & 72 nominations,82.0,6.9,"79,600",tt11003218,"$3,186,668",ka,2019-12-08,0.0,0.0
Pig,2021,16 Jul 2021,92 min,"Drama, Mystery",37 wins & 72 nominations,82.0,6.9,"79,600",tt11003218,"$3,186,668",en,2019-04-07,0.0,0.0
Out of Death,2021,16 Jul 2021,96 min,"Crime, Thriller",1 nomination,,3.3,"5,243",tt12528166,,en,2021-07-16,0.0,95813.0
Roadrunner: A Film About Anthony Bourdain,2021,16 Jul 2021,119 min,Documentary,3 wins & 5 nominations,,7.7,"8,198",tt14512538,"$5,354,970",en,2021-07-16,0.0,3701480.0
How It Ends,2018,13 Jul 2018,113 min,"Action, Drama, Horror",5 nominations,36.0,5.0,"55,180",tt5246700,,en,2018-07-13,20000000.0,0.0
How It Ends,2018,13 Jul 2018,113 min,"Action, Drama, Horror",5 nominations,36.0,5.0,"55,180",tt5246700,,en,2021-07-20,0.0,0.0
Trollhunters: Rise of the Titans,2021,21 Jul 2021,104 min,"Animation, Action, Adventure",4 nominations,,6.6,"5,382",tt12851396,,en,2021-07-21,0.0,0.0
Snake Eyes,1998,07 Aug 1998,98 min,"Crime, Mystery, Thriller",1 win & 4 nominations,52.0,6.1,"83,714",tt0120832,"$55,591,409",,,,
Old,2021,23 Jul 2021,108 min,"Drama, Horror, Mystery",1 win & 7 nominations,55.0,5.8,"130,704",tt10954652,"$48,276,510",en,2021-07-21,18000000.0,90146510.0
Joe Bell,2020,23 Jul 2021,94 min,"Biography, Drama",,54.0,6.2,"8,100",tt4651466,"$1,405,488",en,2021-07-23,0.0,1736318.0
Jolt,2021,23 Jul 2021,91 min,"Action, Comedy, Crime",1 win,48.0,5.6,"32,755",tt10228134,,en,2021-07-15,0.0,238524.0
Midnight in the Switchgrass,2021,23 Jul 2021,99 min,"Action, Crime, Thriller",2 nominations,24.0,4.5,"8,658",tt11656220,,en,2021-07-23,15000000.0,229811.0
Broken Diamonds,2021,23 Jul 2021,90 min,Drama,1 win & 1 nomination,34.0,5.6,292,tt6484398,,en,2021-07-23,0.0,0.0
Val,2021,06 Aug 2021,109 min,"Documentary, Biography",3 wins & 23 nominations,73.0,7.6,"13,303",tt14731254,,en,2021-07-23,0.0,0.0
Val,2021,06 Aug 2021,109 min,"Documentary, Biography",3 wins & 23 nominations,73.0,7.6,"13,303",tt14731254,,en,2021-10-01,0.0,0.0
Ailey,2021,23 Jul 2021,95 min,"Documentary, Biography, History",5 nominations,77.0,6.7,274,tt13622084,"$204,513",en,2021-07-23,0.0,0.0
Jungle Cruise,2021,30 Jul 2021,127 min,"Action, Adventure, Comedy",5 wins & 9 nominations,50.0,6.6,"196,819",tt0870154,"$116,987,516",en,2021-07-28,200000000.0,220889446.0
Vivo,2021,06 Aug 2021,95 min,"Animation, Adventure, Comedy",1 win & 17 nominations,66.0,6.7,"19,908",tt6338498,,en,2021-07-30,0.0,0.0
Stillwater,2021,30 Jul 2021,139 min,"Crime, Drama, Thriller",2 nominations,60.0,6.6,"45,973",tt10696896,"$14,465,535",en,2021-07-29,20000000.0,19754272.0
Stillwater,2021,30 Jul 2021,139 min,"Crime, Drama, Thriller",2 nominations,60.0,6.6,"45,973",tt10696896,"$14,465,535",en,2018-03-12,0.0,0.0
The Green Knight,2021,30 Jul 2021,130 min,"Adventure, Drama, Fantasy",22 wins & 115 nominations,85.0,6.6,"104,917",tt9243804,"$17,173,321",en,2021-07-29,15000000.0,18888418.0
Nine Days,2020,30 Jul 2021,124 min,"Drama, Fantasy",5 wins & 22 nominations,72.0,6.8,"9,305",tt10451852,"$694,849",en,2021-07-15,10000000.0,969204.0
Nine Days,2020,30 Jul 2021,124 min,"Drama, Fantasy",5 wins & 22 nominations,72.0,6.8,"9,305",tt10451852,"$694,849",ko,2018-12-31,0.0,0.0
Ride the Eagle,2021,30 Jul 2021,88 min,"Comedy, Drama",,54.0,6.3,"3,273",tt14673560,,en,2021-07-30,0.0,0.0
The Evening Hour,2020,13 Jul 2021,114 min,Drama,3 nominations,47.0,5.4,313,tt5554356,,en,2021-07-30,0.0,0.0
Lorelei,2020,30 Jul 2021,111 min,Drama,5 wins & 13 nominations,71.0,6.4,"2,096",tt6461318,"$12,642",en,2020-09-09,0.0,0.0
Lorelei,2020,30 Jul 2021,111 min,Drama,5 wins & 13 nominations,71.0,6.4,"2,096",tt6461318,"$12,642",en,2020-09-09,0.0,0.0
Lorelei,2020,30 Jul 2021,111 min,Drama,5 wins & 13 nominations,71.0,6.4,"2,096",tt6461318,"$12,642",en,2020-09-09,0.0,0.0
Lorelei,2020,30 Jul 2021,111 min,Drama,5 wins & 13 nominations,71.0,6.4,"2,096",tt6461318,"$12,642",en,2021-12-04,0.0,0.0
Enemies of the State,2020,30 Jul 2021,103 min,Documentary,3 nominations,74.0,6.0,706,tt10388028,"$8,495",en,2021-07-30,0.0,0.0
The Suicide Squad,2021,05 Aug 2021,132 min,"Action, Adventure, Comedy",4 wins & 41 nominations,72.0,7.2,"363,738",tt6334354,"$55,817,425",en,2021-07-28,185000000.0,168717425.0
Naked Singularity,2021,13 Aug 2021,93 min,"Comedy, Crime, Drama",2 wins,36.0,4.8,"2,605",tt9598214,"$3,050",en,2021-08-06,0.0,0.0
John and the Hole,2021,06 Aug 2021,103 min,"Drama, Horror, Thriller",3 wins & 7 nominations,61.0,5.2,"3,504",tt11307724,"$25,386",en,2021-08-06,0.0,25386.0
Playing God,1997,17 Oct 1997,94 min,"Crime, Drama, Thriller",,,5.6,"7,779",tt0119906,"$4,166,918",en,2021-08-06,0.0,0.0
Playing God,1997,17 Oct 1997,94 min,"Crime, Drama, Thriller",,,5.6,"7,779",tt0119906,"$4,166,918",de,2020-11-23,0.0,0.0
Playing God,1997,17 Oct 1997,94 min,"Crime, Drama, Thriller",,,5.6,"7,779",tt0119906,"$4,166,918",de,2020-11-23,0.0,0.0
Playing God,1997,17 Oct 1997,94 min,"Crime, Drama, Thriller",,,5.6,"7,779",tt0119906,"$4,166,918",de,2020-11-23,0.0,0.0
Swan Song,2021,17 Dec 2021,116 min,"Drama, Romance, Sci-Fi",Nominated for 1 BAFTA Award2 wins & 11 nominations total,66.0,6.8,"15,238",tt13207508,,en,2021-12-17,0.0,0.0
Swan Song,2021,17 Dec 2021,116 min,"Drama, Romance, Sci-Fi",Nominated for 1 BAFTA Award2 wins & 11 nominations total,66.0,6.8,"15,238",tt13207508,,en,2021-08-06,0.0,0.0
Swan Song,2021,17 Dec 2021,116 min,"Drama, Romance, Sci-Fi",Nominated for 1 BAFTA Award2 wins & 11 nominations total,66.0,6.8,"15,238",tt13207508,,ar,2019-03-22,0.0,0.0
She Ball,2020,09 May 2022,97 min,"Comedy, Drama, Sport",4 nominations,,3.2,415,tt7768784,,en,2020-08-21,0.0,0.0
The Kissing Booth 3,2021,11 Aug 2021,112 min,"Comedy, Romance",,36.0,4.8,"18,424",tt12783454,,en,2021-08-11,0.0,0.0
Homeroom,2021,12 Aug 2021,90 min,Documentary,2 wins & 4 nominations,68.0,5.7,266,tt13622168,,en,2021-01-29,0.0,0.0
Free Guy,2021,13 Aug 2021,115 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 5 wins & 29 nominations total,62.0,7.1,"382,310",tt6264654,"$121,626,598",en,2021-08-11,110000000.0,331526598.0
Respect,2021,13 Aug 2021,145 min,"Biography, Drama, Music",3 wins & 40 nominations,61.0,6.6,"16,012",tt2452150,"$24,278,399",en,2021-08-12,0.0,31217372.0
Respect,2021,13 Aug 2021,145 min,"Biography, Drama, Music",3 wins & 40 nominations,61.0,6.6,"16,012",tt2452150,"$24,278,399",ko,2018-11-28,0.0,0.0
Beckett,2021,13 Aug 2021,110 min,"Action, Crime, Drama",1 nomination,52.0,5.7,"27,020",tt10230994,,en,2021-08-04,0.0,0.0
Don't Breathe 2,2021,13 Aug 2021,98 min,"Action, Crime, Horror",1 nomination,46.0,6.0,"61,405",tt6246322,"$32,712,950",en,2021-08-12,10000000.0,53785551.0
CODA,2021,13 Aug 2021,111 min,"Comedy, Drama, Music",Won 3 Oscars. 65 wins & 140 nominations total,72.0,8.0,"143,193",tt10366460,,en,2021-08-11,10000000.0,1600000.0
CODA,2021,13 Aug 2021,111 min,"Comedy, Drama, Music",Won 3 Oscars. 65 wins & 140 nominations total,72.0,8.0,"143,193",tt10366460,,en,2019-04-02,0.0,0.0
CODA,2021,13 Aug 2021,111 min,"Comedy, Drama, Music",Won 3 Oscars. 65 wins & 140 nominations total,72.0,8.0,"143,193",tt10366460,,en,2019-04-02,0.0,0.0
CODA,2021,13 Aug 2021,111 min,"Comedy, Drama, Music",Won 3 Oscars. 65 wins & 140 nominations total,72.0,8.0,"143,193",tt10366460,,zh,2019-10-07,0.0,0.0
Not Going Quietly,2021,13 Aug 2021,96 min,Documentary,13 wins & 7 nominations,73.0,7.8,123,tt11905538,,en,2021-08-13,0.0,0.0
PAW Patrol: The Movie,2021,20 Aug 2021,86 min,"Animation, Action, Adventure",3 wins & 4 nominations,50.0,6.1,"6,791",tt11832046,"$40,127,371",en,2021-08-09,26000000.0,144327371.0
Reminiscence,2021,20 Aug 2021,116 min,"Mystery, Romance, Sci-Fi",1 win & 2 nominations,46.0,5.9,"58,722",tt3272066,"$3,900,193",en,2021-08-19,68000000.0,18717947.0
Reminiscence,2021,20 Aug 2021,116 min,"Mystery, Romance, Sci-Fi",1 win & 2 nominations,46.0,5.9,"58,722",tt3272066,"$3,900,193",ja,2019-01-01,0.0,0.0
Reminiscence,2021,20 Aug 2021,116 min,"Mystery, Romance, Sci-Fi",1 win & 2 nominations,46.0,5.9,"58,722",tt3272066,"$3,900,193",en,2020-11-13,0.0,0.0
The Protégé,2021,20 Aug 2021,109 min,"Action, Thriller",1 win & 1 nomination,48.0,6.1,"34,030",tt6079772,"$7,446,823",,,,
Sweet Girl,2021,20 Aug 2021,110 min,"Action, Drama, Thriller",,46.0,5.5,"33,038",tt10731768,,en,2021-08-18,0.0,0.0
The Loud House Movie,2021,20 Aug 2021,83 min,"Animation, Adventure, Comedy",2 nominations,,6.1,"2,331",tt6714432,,en,2021-08-20,0.0,0.0
The Night House,2020,20 Aug 2021,107 min,"Horror, Mystery, Thriller",1 win & 16 nominations,68.0,6.5,"58,216",tt9731534,"$7,100,581",en,2021-07-15,0.0,14590542.0
Flag Day,2021,20 Aug 2021,109 min,"Crime, Drama",1 win & 7 nominations,53.0,5.4,"3,010",tt2304637,"$424,667",en,2021-08-20,0.0,0.0
Cryptozoo,2021,20 Aug 2021,95 min,"Animation, Fantasy",5 wins & 15 nominations,74.0,6.4,"1,919",tt13622118,"$33,765",en,2021-08-20,0.0,0.0
Habit,1995,14 Nov 1997,112 min,"Drama, Horror, Romance",5 wins & 3 nominations,,6.4,"1,905",tt0113241,,en,2021-08-20,0.0,0.0
Habit,1995,14 Nov 1997,112 min,"Drama, Horror, Romance",5 wins & 3 nominations,,6.4,"1,905",tt0113241,,ur,2019-01-01,0.0,0.0
Habit,1995,14 Nov 1997,112 min,"Drama, Horror, Romance",5 wins & 3 nominations,,6.4,"1,905",tt0113241,,ru,2021-03-15,0.0,0.0
Demonic,2015,10 Oct 2017,83 min,"Horror, Mystery, Thriller",1 nomination,,5.3,"15,528",tt1841642,,en,2021-07-29,0.0,0.0
Demonic,2015,10 Oct 2017,83 min,"Horror, Mystery, Thriller",1 nomination,,5.3,"15,528",tt1841642,,en,2018-10-14,0.0,0.0
Risen,2016,19 Feb 2016,107 min,"Action, Drama, History",3 nominations,51.0,6.3,"29,013",tt3231054,"$36,880,033",en,2021-11-04,0.0,0.0
The Witcher: Nightmare of the Wolf,2021,23 Aug 2021,83 min,"Animation, Action, Adventure",1 nomination,67.0,7.2,"46,583",tt11657662,,en,2021-08-23,0.0,0.0
Really Love,2020,25 Aug 2021,95 min,"Drama, Romance",1 win & 1 nomination,,6.1,977,tt8722624,,en,2020-10-16,0.0,0.0
Candyman,1992,16 Oct 1992,99 min,"Horror, Thriller",5 wins & 10 nominations,61.0,6.7,"94,377",tt0103919,"$25,792,310",en,2021-08-25,25000000.0,77411570.0
Candyman,1992,16 Oct 1992,99 min,"Horror, Thriller",5 wins & 10 nominations,61.0,6.7,"94,377",tt0103919,"$25,792,310",en,2019-11-11,3000.0,0.0
Vacation Friends,2021,27 Aug 2021,103 min,"Adventure, Comedy",,49.0,6.3,"23,406",tt3626476,,en,2021-08-27,0.0,0.0
He's All That,2021,27 Aug 2021,88 min,"Comedy, Romance",,36.0,4.4,"26,088",tt4590256,,en,2021-08-27,0.0,0.0
No Man of God,2021,27 Aug 2021,100 min,"Biography, Crime, Drama",2 nominations,67.0,6.4,"8,136",tt13507778,,en,2021-08-19,0.0,0.0
Rushed,2021,27 Aug 2021,101 min,"Crime, Drama, Mystery",,,5.7,"2,705",tt10430850,,en,2021-08-27,0.0,0.0
Afterlife of the Party,2021,02 Sep 2021,109 min,"Comedy, Drama, Fantasy",1 win,,5.8,"9,766",tt11742798,,en,2021-09-02,0.0,0.0
Shang-Chi and the Legend of the Ten Rings,2021,03 Sep 2021,132 min,"Action, Adventure, Fantasy",Nominated for 1 Oscar. 20 wins & 66 nominations total,71.0,7.4,"394,577",tt9376612,"$224,543,292",en,2021-09-01,150000000.0,432243292.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",en,2021-09-03,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",es,2018-12-13,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",es,2018-12-13,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",es,2018-12-13,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",ta,2021-09-24,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",ta,2021-09-24,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",en,2020-08-18,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",fa,2018-11-09,0.0,0.0
Cinderella,2015,13 Mar 2015,105 min,"Adventure, Drama, Family",Nominated for 1 Oscar. 8 wins & 38 nominations total,67.0,6.9,"180,961",tt1661199,"$201,151,353",en,2019-06-05,0.0,0.0
Worth,2020,03 Sep 2021,118 min,"Biography, Drama, History",,67.0,6.8,"15,811",tt8009744,,en,2021-07-21,0.0,0.0
Worth,2020,03 Sep 2021,118 min,"Biography, Drama, History",,67.0,6.8,"15,811",tt8009744,,en,2018-08-12,0.0,0.0
The Gateway,2018,13 Feb 2018,90 min,Sci-Fi,5 wins & 5 nominations,,5.4,"5,188",tt6179746,,en,2018-05-03,1328931.0,0.0
The Gateway,2018,13 Feb 2018,90 min,Sci-Fi,5 wins & 5 nominations,,5.4,"5,188",tt6179746,,en,2018-05-03,1328931.0,0.0
